Frame,Time,ArmorID,Truth_X,Truth_Y,Truth_Z,Pred_Polar_X,Pred_Polar_Y,Pred_Polar_Z,Pred_Cart_X,Pred_Cart_Y,Pred_Cart_Z,Error_Polar,Error_Cartesian
266,8.86667,-1,2.80736,0.408243,-0.278272,2.89748,0.321214,-0.287127,3.02585,0.297871,-0.242177,0.125594,0.247434
267,8.9,-1,2.96429,0.353198,-0.289474,3.01697,0.154782,-0.287876,2.98548,0.648117,-0.292559,0.205295,0.295696
268,8.93333,-1,3.07101,0.678866,-0.245594,2.97196,0.692448,-0.23905,2.92584,0.562697,-0.293286,0.100186,0.191945
270,9,-1,2.8065,0.498488,-0.231378,2.91179,0.478991,-0.237126,2.75434,0.338415,-0.277839,0.107236,0.174649
271,9.03333,-1,2.83505,0.431566,-0.234428,2.93973,0.39321,-0.237793,2.92955,0.27717,-0.290219,0.111536,0.189419
273,9.1,-1,3.01965,0.698889,-0.285674,2.93257,0.761609,-0.288387,2.86922,0.542134,-0.229609,0.107351,0.224379
274,9.13333,-1,2.93944,0.61655,-0.285231,2.86048,0.634557,-0.287068,2.75671,0.445291,-0.225173,0.0810115,0.257542
275,9.16667,-1,2.78995,0.510953,-0.274812,2.82499,0.527451,-0.286387,2.78902,0.370981,-0.228722,0.0404265,0.147369
278,9.26667,-1,3.08601,0.690796,-0.242982,2.96255,0.702234,-0.236218,2.93373,0.616218,-0.292203,0.124176,0.176562
279,9.3,-1,2.99696,0.616911,-0.241826,2.89739,0.578392,-0.233778,2.76666,0.497841,-0.280415,0.10706,0.262114
282,9.4,-1,2.85391,0.383693,-0.232574,2.97918,0.179851,-0.232064,3.13679,0.728046,-0.241294,0.239259,0.445733
283,9.43333,-1,3.01242,0.71179,-0.284816,2.89868,0.699521,-0.282639,3.04038,0.647903,-0.23978,0.114416,0.0830165
287,9.56667,-1,2.81125,0.38724,-0.279537,2.90878,0.189216,-0.282473,3.01919,0.698794,-0.285397,0.220755,0.374615
288,9.6,-1,3.06475,0.709509,-0.241283,2.96853,0.704228,-0.233982,2.92994,0.622864,-0.287068,0.0966412,0.16667
289,9.63333,-1,6.94995,1.62741,-0.549581,3.69609,0.277685,-0.232275,2.76576,0.5128,-0.275924,3.53695,4.33874
291,9.7,-1,2.78741,0.476374,-0.230583,2.85666,0.463384,-0.231543,2.80211,0.333284,-0.280368,0.0704612,0.152214
292,9.73333,-1,2.83333,0.411022,-0.235595,2.89607,0.273287,-0.233535,3.08013,0.685833,-0.238512,0.151365,0.369382
293,9.76667,-1,2.94184,0.357321,-0.240378,3.78193,0.32403,-0.291495,7.34083,1.69584,-0.576088,0.842295,4.61036
294,9.8,-1,3.03471,0.68624,-0.290384,3.52654,0.805593,-0.335804,2.96684,0.546491,-0.23969,0.508144,0.163418
295,9.83333,-1,2.95429,0.599201,-0.289755,3.39565,0.695763,-0.32778,2.75756,0.429108,-0.225109,0.453401,0.267977
296,9.86667,-1,2.76615,0.484625,-0.275413,3.29088,0.581447,-0.321328,2.80692,0.357107,-0.230632,0.535563,0.141169
297,9.9,-1,2.73131,0.407533,-0.272253,3.26276,0.464496,-0.318567,2.92793,0.298472,-0.236093,0.536496,0.227724
298,9.93333,-1,2.75889,0.36103,-0.273999,3.32952,0.287101,-0.31589,3.03218,0.663335,-0.291582,0.576927,0.407907
301,10.0333,-1,6.34254,0.615533,-0.612289,3.92091,0.544873,-0.248849,2.69489,0.357886,-0.271757,2.44977,3.67256
302,10.0667,-1,2.8547,0.351695,-0.281158,3.00605,0.454461,-0.244727,2.72618,0.306664,-0.273679,0.18654,0.136381
305,10.1667,-1,2.73862,0.408686,-0.273243,3.47729,0.516673,-0.346738,7.37379,0.646559,-0.711843,0.750125,4.66194
309,10.3,-1,2.88369,0.576956,-0.281864,3.26243,0.476454,-0.28294,3.25247,0.426756,-0.324136,0.391854,0.400431
